Deaths,Injured,Affected,Damage,Africa,America,Asia,Europe,Oceania,Natural
32,0.0,0.0,0.0,0,1,0,0,0,1
172,0.0,584.0,0.0,0,0,1,0,0,0
1,0.0,300.0,0.0,1,0,0,0,0,1
13,20.0,20.0,0.0,0,0,0,1,0,0
0,0.0,0.0,0.0,0,1,0,0,0,1
102,2214.0,27214.0,470100.0,0,0,1,0,0,1
7,0.0,0.0,200000.0,0,1,0,0,0,1
261,777.0,777.0,0.0,0,1,0,0,0,1
13,3.0,3.0,0.0,0,1,0,0,0,0
1,0.0,0.0,0.0,0,0,0,0,1,1
2,0.0,3500.0,1300.0,0,0,1,0,0,1
10,0.0,900.0,0.0,0,0,1,0,0,1
140,191.0,191.0,0.0,0,0,1,0,0,0
12,3.0,3.0,0.0,1,0,0,0,0,0
0,0.0,20000.0,0.0,0,1,0,0,0,1
20,20.0,20.0,0.0,0,0,1,0,0,0
8,82.0,82.0,0.0,0,0,0,1,0,1
13,0.0,29200.0,0.0,0,1,0,0,0,1
32,11187.0,11187.0,0.0,0,0,1,0,0,1
13,3.0,3.0,0.0,0,1,0,0,0,0
47,500.0,168500.0,361000.0,0,0,1,0,0,1
33,0.0,61000.0,0.0,0,0,1,0,0,1
22,0.0,0.0,0.0,0,0,1,0,0,0
4,0.0,2000.0,0.0,1,0,0,0,0,1
21,0.0,25000.0,0.0,0,0,1,0,0,1
13,80.0,80.0,0.0,0,0,0,1,0,0
0,0.0,42750.0,0.0,1,0,0,0,0,1
0,0.0,210394.0,406000.0,0,0,0,1,0,1
3,0.0,4750.0,0.0,1,0,0,0,0,1
0,0.0,14161.0,0.0,0,0,1,0,0,1
3,0.0,65000.0,0.0,0,0,1,0,0,1
20,50.0,50.0,0.0,1,0,0,0,0,0
0,0.0,10000.0,0.0,1,0,0,0,0,1
41,0.0,20000.0,16000.0,0,1,0,0,0,1
82,0.0,200000.0,30000000.0,0,1,0,0,0,1
14,0.0,37000.0,0.0,0,0,1,0,0,1
27,0.0,73.0,0.0,1,0,0,0,0,0
7,0.0,850000.0,0.0,0,0,1,0,0,1
0,0.0,0.0,500.0,0,0,0,1,0,1
3,0.0,6000.0,370000.0,0,0,0,1,0,1
5,0.0,2000.0,0.0,0,1,0,0,0,1
33,0.0,250.0,0.0,0,0,1,0,0,1
0,0.0,9348.0,0.0,0,1,0,0,0,1
39,0.0,0.0,1900000.0,0,1,0,0,0,1
1,0.0,0.0,0.0,0,0,0,1,0,1
47,150.0,150.0,0.0,0,0,1,0,0,0
22,0.0,0.0,0.0,0,0,1,0,0,1
117,0.0,3400.0,0.0,0,1,0,0,0,1
12,30.0,2030.0,0.0,0,0,1,0,0,1
12,0.0,0.0,0.0,0,0,0,1,0,0
15,6.0,1406.0,0.0,0,0,1,0,0,1
16,1.0,241777.0,280.0,0,0,1,0,0,1
0,0.0,13000.0,0.0,1,0,0,0,0,1
2,0.0,15000.0,20000.0,0,1,0,0,0,1
33,5.0,5.0,0.0,0,0,0,1,0,0
60,0.0,0.0,0.0,0,0,0,1,0,0
0,0.0,7600000.0,0.0,1,0,0,0,0,1
16,0.0,0.0,281000.0,0,0,1,0,0,1
1,0.0,1700.0,170000.0,0,0,0,1,0,1
15,18.0,18.0,0.0,0,0,0,1,0,0
24,324.0,324.0,0.0,1,0,0,0,0,1
93,0.0,0.0,0.0,0,0,1,0,0,1
15,7.0,7.0,0.0,0,0,1,0,0,0
3,0.0,1955.0,0.0,0,0,1,0,0,1
16,22.0,22.0,0.0,0,0,1,0,0,0
8,0.0,0.0,0.0,1,0,0,0,0,1
19,0.0,0.0,0.0,1,0,0,0,0,0
27,50.0,50.0,0.0,0,0,1,0,0,0
0,0.0,55567.0,2218.0,0,0,1,0,0,1
20,40.0,40.0,0.0,1,0,0,0,0,0
28,4.0,4.0,0.0,0,0,0,0,1,0
0,0.0,1000.0,45000.0,0,1,0,0,0,1
19,0.0,0.0,0.0,0,1,0,0,0,0
0,0.0,2000.0,0.0,0,1,0,0,0,1
37,34.0,2944.0,700000.0,0,0,1,0,0,1
14,0.0,578000.0,0.0,0,1,0,0,0,1
329,0.0,0.0,0.0,0,0,0,1,0,0
2,0.0,2000.0,0.0,0,1,0,0,0,1
0,378.0,378.0,0.0,0,0,0,1,0,0
18,28.0,28.0,0.0,0,0,1,0,0,0
14,0.0,0.0,0.0,1,0,0,0,0,1
24,13.0,13.0,0.0,0,0,1,0,0,0
0,0.0,0.0,27000.0,0,1,0,0,0,1
15,0.0,2792000.0,0.0,0,1,0,0,0,1
33,6.0,6.0,0.0,0,0,1,0,0,0
46,7.0,1167.0,0.0,1,0,0,0,0,1
41,0.0,0.0,0.0,0,0,1,0,0,0
36,36.0,36.0,0.0,0,0,1,0,0,0
7,0.0,3500.0,0.0,0,0,1,0,0,1
0,0.0,1000.0,0.0,0,1,0,0,0,1
2,0.0,10000.0,2000.0,0,1,0,0,0,1
3,171.0,5721.0,0.0,1,0,0,0,0,1
21,0.0,116.0,0.0,1,0,0,0,0,1
1,40.0,40.0,545000.0,0,0,0,1,0,1
40,16.0,16.0,0.0,0,1,0,0,0,0
113,0.0,5269.0,0.0,1,0,0,0,0,1
3604,109089.0,179089.0,0.0,1,0,0,0,0,1
0,0.0,469.0,0.0,0,0,1,0,0,1
10,0.0,0.0,0.0,0,0,1,0,0,0
37,197.0,197.0,0.0,0,0,0,1,0,0
11,0.0,9.0,0.0,1,0,0,0,0,0
0,0.0,5000.0,0.0,0,0,1,0,0,1
37,0.0,0.0,0.0,0,0,1,0,0,1
6,100.0,700.0,300000.0,0,1,0,0,0,1
0,1975.0,15390.0,23000.0,0,0,1,0,0,1
0,16.0,7016.0,0.0,1,0,0,0,0,1
2,0.0,3500.0,0.0,1,0,0,0,0,1
0,0.0,0.0,0.0,0,0,1,0,0,1
0,3.0,17912.0,0.0,0,1,0,0,0,1
20,24.0,24.0,0.0,1,0,0,0,0,0
0,0.0,125.0,0.0,1,0,0,0,0,1
225,0.0,0.0,0.0,0,0,1,0,0,0
8,0.0,0.0,0.0,0,0,1,0,0,1
1,7.0,507.0,0.0,1,0,0,0,0,1
247,0.0,34.0,0.0,0,0,1,0,0,0
10,0.0,0.0,0.0,1,0,0,0,0,0
22,17.0,17.0,0.0,1,0,0,0,0,0
17,0.0,11100.0,205000.0,0,1,0,0,0,1
12,4.0,4.0,36.0,1,0,0,0,0,1
0,0.0,3789.0,0.0,1,0,0,0,0,1
0,0.0,19532.0,0.0,0,0,0,0,1,1
11,0.0,9910.0,0.0,0,1,0,0,0,1
52,0.0,88825.0,20000.0,0,1,0,0,0,1
0,0.0,15100.0,0.0,0,0,1,0,0,1
1,1.0,1001.0,0.0,1,0,0,0,0,1
11,15.0,15.0,0.0,0,0,1,0,0,0
88,0.0,8000000.0,2120000.0,0,0,1,0,0,1
18,0.0,1.0,0.0,0,0,1,0,0,0
3,0.0,281470.0,23000.0,0,1,0,0,0,1
14,34.0,34.0,0.0,1,0,0,0,0,0
7,0.0,7615.0,0.0,1,0,0,0,0,1
6,0.0,12571.0,0.0,1,0,0,0,0,1
10,20.0,20.0,0.0,1,0,0,0,0,0
760,0.0,0.0,0.0,0,0,0,1,0,1
32,0.0,48352.0,0.0,0,0,1,0,0,1
15,24.0,11728.0,10000.0,0,0,1,0,0,1
181,0.0,86107.0,0.0,1,0,0,0,0,1
16,0.0,0.0,0.0,0,1,0,0,0,1
0,200.0,200.0,0.0,0,1,0,0,0,0
0,0.0,13809.0,0.0,0,0,1,0,0,0
3,0.0,44000.0,93000.0,0,1,0,0,0,1
30,0.0,20000.0,0.0,1,0,0,0,0,1
0,0.0,0.0,4800000.0,0,0,0,1,0,1
1,0.0,0.0,0.0,0,0,0,1,0,1
0,0.0,600.0,0.0,0,0,0,1,0,1
1,0.0,2000.0,0.0,1,0,0,0,0,1
1,0.0,100.0,0.0,1,0,0,0,0,1
28,0.0,0.0,0.0,0,0,1,0,0,0
12,25.0,25.0,0.0,0,0,1,0,0,0
24,0.0,0.0,1000000.0,0,0,1,0,0,1
6,0.0,3000.0,0.0,0,0,1,0,0,1
5,0.0,150.0,0.0,0,1,0,0,0,1
10,0.0,0.0,0.0,0,0,1,0,0,1
22,0.0,0.0,0.0,0,0,1,0,0,1
0,0.0,920.0,0.0,0,0,1,0,0,1
0,0.0,3748.0,146.0,0,0,1,0,0,1
0,0.0,0.0,106000.0,0,0,0,1,0,1
1,0.0,4000.0,0.0,0,0,1,0,0,1
32,60.0,60.0,0.0,0,0,0,1,0,0
0,0.0,0.0,0.0,0,1,0,0,0,1
3,0.0,0.0,0.0,0,1,0,0,0,1
31,10.0,10.0,0.0,1,0,0,0,0,0
19,0.0,0.0,0.0,0,0,0,1,0,0
7,0.0,50000.0,0.0,1,0,0,0,0,1
22,300.0,10300.0,0.0,0,0,0,1,0,0
22,50.0,50.0,0.0,0,0,1,0,0,0
0,0.0,24000.0,0.0,0,0,1,0,0,1
7,0.0,200.0,157560.0,0,0,0,1,0,1
32,100.0,100.0,0.0,0,1,0,0,0,0
21,0.0,0.0,0.0,0,1,0,0,0,0
30,15.0,15.0,0.0,0,0,1,0,0,0
1,0.0,0.0,0.0,0,0,0,1,0,1
0,0.0,15325.0,0.0,0,1,0,0,0,1
58,70.0,70.0,0.0,0,0,1,0,0,0
47,6.0,6.0,0.0,0,0,0,1,0,0
0,0.0,725515.0,0.0,1,0,0,0,0,1
21,0.0,0.0,0.0,0,0,1,0,0,0
20,0.0,1300.0,0.0,0,1,0,0,0,1
78,0.0,0.0,0.0,0,0,0,1,0,1
12,0.0,0.0,0.0,0,0,1,0,0,1
37,100.0,100.0,0.0,0,0,1,0,0,0
1,0.0,0.0,0.0,0,1,0,0,0,1
34,37.0,37.0,0.0,1,0,0,0,0,0
12,0.0,0.0,0.0,0,1,0,0,0,0
12,0.0,0.0,0.0,1,0,0,0,0,1
3,0.0,0.0,0.0,0,0,0,1,0,1
0,0.0,800.0,0.0,0,0,1,0,0,1
48,0.0,0.0,5000000.0,0,0,1,0,0,1
75,0.0,0.0,0.0,1,0,0,0,0,1
18,21.0,356.0,0.0,0,0,1,0,0,1
14,0.0,0.0,0.0,0,1,0,0,0,1
4,0.0,1700.0,1630000.0,0,0,0,1,0,1
63,0.0,0.0,0.0,0,0,1,0,0,0
0,0.0,3500.0,0.0,1,0,0,0,0,1
16,0.0,60000.0,0.0,0,0,1,0,0,1
4,0.0,481.0,0.0,0,0,1,0,0,1
10,27.0,27.0,0.0,1,0,0,0,0,0
40,30.0,30.0,0.0,1,0,0,0,0,0
10,4.0,4.0,0.0,0,1,0,0,0,0
15,0.0,0.0,0.0,0,0,1,0,0,0
0,0.0,154.0,0.0,0,0,0,1,0,1
0,0.0,2245.0,0.0,0,1,0,0,0,1
16,0.0,5000.0,0.0,1,0,0,0,0,1
92,0.0,1730.0,0.0,1,0,0,0,0,1
102,10.0,10.0,0.0,1,0,0,0,0,0
0,0.0,1500.0,6400.0,0,1,0,0,0,0
40,48.0,235902.0,0.0,0,0,1,0,0,1
461,27.0,1714414.0,0.0,0,1,0,0,0,1
148,0.0,350000.0,0.0,0,0,1,0,0,1
13,0.0,0.0,0.0,0,0,1,0,0,0
12,37.0,37.0,0.0,0,0,1,0,0,0
10,0.0,0.0,0.0,1,0,0,0,0,0
2,0.0,13000.0,225000.0,0,0,0,0,1,1
55,0.0,31.0,0.0,0,1,0,0,0,0
2,0.0,255.0,0.0,0,0,1,0,0,1
0,0.0,6474.0,0.0,1,0,0,0,0,1
8352,0.0,0.0,0.0,0,0,0,1,0,1
25,0.0,0.0,0.0,0,0,1,0,0,1
14,0.0,0.0,0.0,0,1,0,0,0,0
0,0.0,139.0,0.0,0,1,0,0,0,1
60,0.0,0.0,0.0,1,0,0,0,0,0
9,0.0,1749.0,300000.0,0,1,0,0,0,1
136,0.0,0.0,22000000.0,0,1,0,0,0,1
30,0.0,27.0,0.0,1,0,0,0,0,0
0,0.0,3000.0,9300.0,1,0,0,0,0,1
0,0.0,45297.0,0.0,0,1,0,0,0,1
3,0.0,1310.0,0.0,0,1,0,0,0,1
11,0.0,17355.0,7000.0,1,0,0,0,0,1
18,0.0,0.0,0.0,1,0,0,0,0,0
7,11.0,25011.0,2000.0,0,0,1,0,0,1
0,0.0,400.0,171000.0,0,0,0,0,1,1
11,0.0,0.0,0.0,0,1,0,0,0,0
4,0.0,0.0,700000.0,0,1,0,0,0,1
0,0.0,3200.0,2000.0,0,0,0,1,0,1
12,4.0,19504.0,1500000.0,0,0,0,1,0,1
21,0.0,0.0,0.0,1,0,0,0,0,0
41,175.0,15175.0,0.0,0,0,1,0,0,1
8,0.0,90.0,820000.0,0,1,0,0,0,1
13,21.0,21.0,0.0,0,0,1,0,0,0
11,0.0,0.0,0.0,1,0,0,0,0,0
31,190.0,33190.0,460000.0,0,0,0,1,0,1
0,2.0,502.0,0.0,0,1,0,0,0,0
0,0.0,4000.0,0.0,0,0,1,0,0,1
0,0.0,300.0,0.0,0,1,0,0,0,1
60,0.0,0.0,0.0,1,0,0,0,0,0
26,30.0,30.0,0.0,0,0,1,0,0,0
18,916.0,4150400.0,113878.0,0,0,1,0,0,1
3,0.0,199.0,0.0,1,0,0,0,0,1
20,5.0,5.0,0.0,1,0,0,0,0,0
0,0.0,150.0,200000.0,0,1,0,0,0,1
25,0.0,43000.0,8000000.0,0,0,0,1,0,1
14,0.0,5000.0,0.0,0,0,1,0,0,1
0,67.0,3931.0,2000.0,0,0,1,0,0,1
105,0.0,0.0,0.0,0,0,0,1,0,1
11,6.0,75638.0,0.0,0,0,1,0,0,1
20,0.0,0.0,0.0,0,0,1,0,0,0
4,0.0,0.0,0.0,1,0,0,0,0,1
27,176.0,176.0,3000.0,0,0,0,1,0,1
0,0.0,4000.0,0.0,1,0,0,0,0,1
27,0.0,0.0,0.0,0,0,1,0,0,1
4,0.0,0.0,0.0,0,0,1,0,0,1
14,20.0,20.0,0.0,1,0,0,0,0,0
11,0.0,0.0,0.0,0,0,1,0,0,1
12,0.0,0.0,0.0,0,0,0,1,0,0
16,7.0,7.0,0.0,1,0,0,0,0,0
25,22.0,22.0,0.0,0,0,1,0,0,1
2,0.0,0.0,0.0,0,0,0,1,0,1
0,54.0,354.0,0.0,0,0,1,0,0,1
0,0.0,10000.0,0.0,1,0,0,0,0,0
0,0.0,3000000.0,57000.0,0,0,1,0,0,1
56,0.0,1150900.0,550000.0,0,1,0,0,0,1
0,0.0,3383.0,0.0,0,0,0,0,1,1
23,417.0,260703.0,0.0,0,0,1,0,0,1
3,0.0,32000.0,1100000.0,0,1,0,0,0,1
2,0.0,0.0,0.0,0,0,0,1,0,1
41,0.0,42000.0,3328.0,0,0,1,0,0,1
10,0.0,0.0,0.0,0,0,1,0,0,1
43,39.0,39.0,0.0,0,0,0,1,0,0
23,0.0,0.0,0.0,0,0,1,0,0,0
9,0.0,0.0,0.0,1,0,0,0,0,0
31,230.0,230.0,0.0,0,0,1,0,0,0
32,0.0,288404.0,0.0,1,0,0,0,0,1
19,170.0,170.0,0.0,0,0,1,0,0,0
128,1442.0,339792.0,160000.0,0,0,1,0,0,1
30,0.0,600.0,0.0,0,0,0,1,0,1
0,195.0,195.0,0.0,0,0,0,1,0,0
2696,0.0,0.0,0.0,0,0,0,1,0,1
3,0.0,2000.0,60000.0,0,0,1,0,0,1
18,0.0,31680.0,6500.0,0,0,1,0,0,1
2,0.0,0.0,0.0,0,1,0,0,0,1
17,0.0,9610.0,0.0,0,0,1,0,0,1
1,0.0,1500.0,0.0,0,0,0,1,0,1
84,0.0,0.0,0.0,0,0,0,1,0,1
16,0.0,0.0,0.0,1,0,0,0,0,0
0,0.0,120.0,20000.0,0,1,0,0,0,1
6,0.0,0.0,0.0,0,1,0,0,0,1
383,1250.0,40778.0,1000000.0,0,1,0,0,0,1
50,0.0,0.0,0.0,0,0,1,0,0,0
0,0.0,11000.0,0.0,0,0,1,0,0,1
6054,4473.0,504473.0,1100000.0,0,0,1,0,0,1
1,0.0,18170.0,0.0,0,0,1,0,0,1
19,0.0,200.0,0.0,0,0,1,0,0,1
22,50.0,50.0,0.0,0,0,1,0,0,0
22,39.0,39.0,0.0,0,0,1,0,0,0
27,60.0,60.0,0.0,1,0,0,0,0,0
9,0.0,600.0,0.0,0,0,1,0,0,1
41,0.0,0.0,0.0,0,0,1,0,0,1
4,1325.0,11325.0,0.0,0,0,0,1,0,1
6,0.0,0.0,0.0,0,0,0,1,0,1
18,1.0,1.0,0.0,0,0,1,0,0,0
13,0.0,13.0,0.0,1,0,0,0,0,0
15,20.0,20.0,0.0,1,0,0,0,0,0
17,0.0,360000.0,0.0,0,0,1,0,0,1
138,2428.0,2428.0,0.0,0,0,1,0,0,1
26,0.0,0.0,0.0,0,0,1,0,0,0
0,0.0,0.0,0.0,0,1,0,0,0,1
0,33.0,33.0,0.0,0,0,0,1,0,1
20,0.0,0.0,0.0,0,0,1,0,0,0
0,102.0,102.0,0.0,1,0,0,0,0,0
2,0.0,1000.0,0.0,0,1,0,0,0,1
37,0.0,0.0,0.0,1,0,0,0,0,0
9,0.0,143.0,0.0,1,0,0,0,0,1
2,0.0,2080.0,0.0,0,1,0,0,0,1
10,0.0,0.0,0.0,1,0,0,0,0,0
52,0.0,0.0,0.0,1,0,0,0,0,0
9,0.0,0.0,0.0,0,0,0,1,0,1
24,51.0,51.0,0.0,1,0,0,0,0,0
12,16.0,16.0,0.0,1,0,0,0,0,0
0,0.0,25000.0,0.0,0,1,0,0,0,1
2,0.0,4200.0,0.0,0,0,0,1,0,1
12,0.0,0.0,0.0,0,1,0,0,0,0
45,0.0,0.0,0.0,0,0,1,0,0,1
0,0.0,15610.0,0.0,1,0,0,0,0,1
30,0.0,0.0,0.0,1,0,0,0,0,0
127,0.0,0.0,0.0,0,0,1,0,0,1
4,200.0,500.0,25000.0,0,0,1,0,0,1
0,0.0,55.0,0.0,0,1,0,0,0,1
2,0.0,600.0,1500000.0,0,0,0,1,0,1
78,640.0,3496.0,0.0,0,0,1,0,0,0
11,0.0,0.0,0.0,0,0,0,0,1,1
22,16.0,16.0,0.0,0,1,0,0,0,0
8,230.0,230.0,0.0,1,0,0,0,0,0
22,10.0,10.0,0.0,0,1,0,0,0,0
112,0.0,0.0,0.0,0,0,1,0,0,0
1,0.0,10000.0,0.0,1,0,0,0,0,1
1,15.0,165.0,600.0,0,0,1,0,0,1
2,142.0,142.0,0.0,0,0,0,1,0,0
7,0.0,0.0,50.0,0,0,0,1,0,1
92,0.0,0.0,0.0,0,0,1,0,0,0
11,35.0,2035.0,0.0,0,0,1,0,0,1
37,18.0,18.0,0.0,0,0,1,0,0,0
0,0.0,0.0,0.0,0,1,0,0,0,1
0,0.0,500.0,0.0,0,0,1,0,0,1
17,0.0,0.0,0.0,0,0,1,0,0,0
19,0.0,0.0,0.0,0,1,0,0,0,0
19,0.0,0.0,0.0,1,0,0,0,0,0
1,119.0,119.0,0.0,1,0,0,0,0,1
107,700.0,19700.0,0.0,1,0,0,0,0,0
1,0.0,0.0,0.0,0,1,0,0,0,1
8,4.0,11000004.0,1415594.0,0,0,1,0,0,1
32,0.0,0.0,0.0,0,0,1,0,0,1
21,50.0,50.0,0.0,1,0,0,0,0,0
25,2492.0,2492.0,0.0,0,0,1,0,0,1
37,0.0,239.0,0.0,0,0,1,0,0,0
21,23.0,23.0,0.0,0,0,0,0,1,1
5,0.0,20515.0,0.0,0,1,0,0,0,1
51,500.0,2109643.0,0.0,0,0,1,0,0,1
27,0.0,0.0,0.0,0,0,1,0,0,0
166,5591.0,5591.0,0.0,1,0,0,0,0,1
15,0.0,0.0,0.0,0,0,1,0,0,1
1,1.0,51.0,150000.0,0,1,0,0,0,1
11,0.0,4000.0,1264.0,1,0,0,0,0,1
0,0.0,150.0,0.0,0,0,1,0,0,1
19,23.0,23.0,0.0,0,1,0,0,0,0
0,0.0,25000.0,0.0,0,1,0,0,0,1
140,0.0,0.0,0.0,1,0,0,0,0,0
9,0.0,0.0,0.0,0,0,1,0,0,1
0,2.0,662.0,1300000.0,0,1,0,0,0,1
43,16.0,646.0,0.0,0,0,0,1,0,0
10,3.0,3.0,0.0,0,0,1,0,0,0
14,57.0,57.0,0.0,0,0,1,0,0,0
20,0.0,0.0,0.0,0,0,1,0,0,0
0,0.0,0.0,0.0,0,0,1,0,0,1
15,0.0,0.0,0.0,0,0,1,0,0,0
0,0.0,1750.0,0.0,0,0,0,1,0,1
30,0.0,16.0,0.0,1,0,0,0,0,0
1,20.0,160.0,0.0,0,0,1,0,0,1
9,0.0,0.0,0.0,1,0,0,0,0,1
66,97.0,97.0,0.0,0,0,1,0,0,0
16,60.0,60.0,0.0,1,0,0,0,0,0
50,0.0,7.0,0.0,0,0,1,0,0,0
33,0.0,0.0,0.0,0,0,1,0,0,1
19,0.0,0.0,0.0,0,1,0,0,0,0
0,0.0,2500.0,0.0,0,1,0,0,0,1
0,0.0,6000.0,0.0,0,0,1,0,0,1
2455,0.0,0.0,0.0,0,0,0,1,0,1
0,0.0,5500.0,0.0,0,0,1,0,0,1
0,0.0,0.0,1500000.0,0,1,0,0,0,1
11,2.0,2.0,0.0,0,0,1,0,0,0
187,0.0,0.0,0.0,1,0,0,0,0,0
18,0.0,5.0,0.0,1,0,0,0,0,0
115,110.0,110.0,0.0,0,0,1,0,0,0
14,2.0,8167.0,0.0,1,0,0,0,0,1
15,0.0,0.0,0.0,0,0,1,0,0,0
0,134.0,134.0,0.0,0,0,1,0,0,0
5,180.0,180.0,0.0,0,0,1,0,0,1
200,301.0,301.0,0.0,1,0,0,0,0,0
5,0.0,11160.0,0.0,1,0,0,0,0,1
20,0.0,0.0,0.0,1,0,0,0,0,0
22,23.0,23.0,0.0,0,0,1,0,0,0
4,0.0,3000.0,1400.0,0,1,0,0,0,1
9,0.0,203.0,0.0,1,0,0,0,0,1
10,0.0,12000.0,25000.0,0,1,0,0,0,1
4,200.0,200.0,0.0,0,0,1,0,0,1
0,0.0,410000.0,42120.0,0,0,1,0,0,1
10,44.0,44.0,0.0,1,0,0,0,0,0
11,185.0,185.0,1300000.0,0,1,0,0,0,1
3,0.0,186000.0,0.0,0,0,1,0,0,1
13,40.0,40.0,0.0,1,0,0,0,0,0
13,0.0,0.0,0.0,0,1,0,0,0,0
14,0.0,100.0,0.0,1,0,0,0,0,1
20,0.0,0.0,0.0,1,0,0,0,0,0
0,0.0,2000.0,1100000.0,0,1,0,0,0,1
10,40.0,75040.0,0.0,0,1,0,0,0,1
53,996.0,5996.0,1800000.0,0,0,0,1,0,1
33,11.0,11.0,0.0,0,1,0,0,0,0
3,0.0,1300000.0,0.0,0,0,1,0,0,1
14,3.0,3.0,0.0,1,0,0,0,0,0
25,16.0,16.0,0.0,0,0,1,0,0,0
0,0.0,188000.0,0.0,0,1,0,0,0,1
2,0.0,2000.0,0.0,0,1,0,0,0,1
0,0.0,135.0,0.0,0,0,1,0,0,1
150,335.0,565335.0,300000.0,1,0,0,0,0,1
59,6.0,6.0,0.0,1,0,0,0,0,0
26,3034.0,10534.0,900000.0,0,1,0,0,0,1
34,0.0,0.0,0.0,1,0,0,0,0,0
70,15.0,15.0,0.0,1,0,0,0,0,0
11,0.0,0.0,0.0,1,0,0,0,0,1
22,0.0,281.0,0.0,1,0,0,0,0,1
21,0.0,0.0,0.0,0,0,0,1,0,0
11,37.0,37.0,0.0,0,0,0,1,0,0
13,24.0,24.0,0.0,0,0,1,0,0,0
713,461542.0,461542.0,0.0,0,0,1,0,0,1
0,0.0,750.0,0.0,0,0,0,0,1,1
4,40.0,30040.0,0.0,0,1,0,0,0,1
0,0.0,12300.0,0.0,0,0,1,0,0,1
43,170.0,170.0,0.0,0,0,1,0,0,0
16,0.0,0.0,0.0,0,0,1,0,0,0
0,12.0,7012.0,0.0,0,0,1,0,0,1
0,0.0,59800.0,0.0,0,0,1,0,0,1
0,172.0,172.0,0.0,1,0,0,0,0,1
0,0.0,300.0,0.0,1,0,0,0,0,1
26,17.0,17.0,0.0,1,0,0,0,0,0
72,0.0,1884.0,0.0,1,0,0,0,0,1
29,0.0,50000.0,0.0,0,0,1,0,0,1
224,150.0,150.0,0.0,0,0,1,0,0,0
0,0.0,1650.0,0.0,0,0,0,1,0,1
0,0.0,2000.0,0.0,0,1,0,0,0,1
28,7.0,7.0,0.0,0,0,1,0,0,0
14,0.0,0.0,0.0,1,0,0,0,0,0
0,0.0,2595.0,0.0,0,1,0,0,0,1
15,26.0,2506.0,150000.0,0,1,0,0,0,1
0,0.0,0.0,0.0,0,0,1,0,0,1
7,0.0,0.0,0.0,0,0,0,1,0,1
100,0.0,0.0,240000.0,0,0,1,0,0,1
56,0.0,0.0,0.0,0,1,0,0,0,1
4,0.0,830.0,0.0,1,0,0,0,0,1
30,0.0,0.0,0.0,1,0,0,0,0,0
10,10.0,1010.0,130000.0,0,0,0,1,0,1
12,46.0,46.0,0.0,0,0,1,0,0,0
0,0.0,8978.0,0.0,0,1,0,0,0,1
56,104.0,104.0,0.0,0,1,0,0,0,0
24,25.0,25.0,0.0,0,1,0,0,0,0
0,0.0,240.0,0.0,0,0,0,1,0,0
0,58.0,58.0,0.0,0,0,1,0,0,1
1,30.0,780.0,0.0,0,0,1,0,0,1
178,5000.0,5000.0,0.0,1,0,0,0,0,1
4,0.0,0.0,0.0,0,0,0,1,0,1
8,0.0,76800.0,492000.0,0,0,1,0,0,1
11,0.0,0.0,0.0,0,1,0,0,0,0
0,0.0,35000.0,0.0,0,1,0,0,0,1
40,0.0,0.0,0.0,0,0,1,0,0,0
0,0.0,9666.0,0.0,0,1,0,0,0,1
3,0.0,7880.0,0.0,0,1,0,0,0,1
0,0.0,600.0,0.0,0,0,0,1,0,1
7,0.0,300.0,0.0,1,0,0,0,0,1
11,16.0,16.0,0.0,1,0,0,0,0,0
0,0.0,600000.0,0.0,1,0,0,0,0,1
0,0.0,0.0,300000.0,0,1,0,0,0,1
35,284.0,250284.0,100000.0,1,0,0,0,0,1
0,0.0,0.0,3100000.0,0,1,0,0,0,1
0,0.0,800.0,0.0,1,0,0,0,0,1
10,6.0,6.0,0.0,1,0,0,0,0,0
25,0.0,0.0,0.0,0,0,1,0,0,0
102,0.0,10070.0,0.0,1,0,0,0,0,1
13,40.0,40.0,0.0,0,0,1,0,0,0
29,0.0,0.0,0.0,0,0,1,0,0,0
11,8.0,8.0,0.0,0,0,1,0,0,0
10,0.0,39520.0,0.0,0,0,1,0,0,1
19,21.0,21.0,0.0,0,0,0,1,0,0
20,0.0,138.0,0.0,1,0,0,0,0,1
4,36.0,8895.0,0.0,0,0,1,0,0,1
10,11.0,32.0,0.0,0,0,1,0,0,1
14,35.0,35.0,0.0,1,0,0,0,0,0
41,0.0,0.0,0.0,0,0,1,0,0,0
0,0.0,2000.0,0.0,1,0,0,0,0,1
10,0.0,0.0,0.0,0,1,0,0,0,0
0,0.0,6700000.0,0.0,1,0,0,0,0,1
0,0.0,500.0,0.0,0,0,1,0,0,0
50,7.0,7.0,0.0,1,0,0,0,0,0
10,25.0,25.0,0.0,0,1,0,0,0,0
11,0.0,0.0,0.0,0,1,0,0,0,0
11,0.0,0.0,350000.0,0,1,0,0,0,1
139,0.0,5148475.0,0.0,0,0,1,0,0,1
4,300.0,300.0,0.0,0,1,0,0,0,0
55,0.0,625000.0,1400000.0,0,0,1,0,0,1
6,0.0,2400.0,50000.0,0,1,0,0,0,1
0,0.0,5500.0,96000.0,0,0,1,0,0,1
0,0.0,0.0,0.0,0,1,0,0,0,1
4,0.0,5000.0,357000.0,0,1,0,0,0,1
0,0.0,300.0,145000.0,0,0,1,0,0,1
0,0.0,37000.0,0.0,1,0,0,0,0,1
15,17.0,17.0,0.0,0,0,1,0,0,0
5,0.0,0.0,0.0,0,0,1,0,0,1
