"Deaths","Injured","Affected","Damage","Natural","Tech","Africa","America","Asia","Europe","Oceania"
12,4,4,0,0,1,0,0,1,0,0
6,5,1505,0,1,0,1,0,0,0,0
2,0,5000,0,1,0,1,0,0,0,0
42,0,6,0,0,1,0,0,1,0,0
16,0,15,0,0,1,0,0,1,0,0
12,0,0,0,0,1,0,0,1,0,0
116,90,90,0,0,1,0,0,1,0,0
14,10,10,0,0,1,0,0,0,1,0
30,0,2e+05,0,1,0,0,0,1,0,0
16,7,7,0,0,1,1,0,0,0,0
106,0,0,0,0,1,0,0,1,0,0
18,7,7,0,0,1,0,1,0,0,0
12,40,40,0,0,1,0,0,1,0,0
10,0,0,0,1,0,0,1,0,0,0
107,3,3,0,0,1,1,0,0,0,0
16,22,22,0,0,1,0,0,1,0,0
38,19,19,0,0,1,0,0,1,0,0
5,1,501,0,1,0,0,0,1,0,0
33,31,31,0,1,0,0,1,0,0,0
13,0,1,0,0,1,0,0,1,0,0
39,24,24,0,0,1,0,0,1,0,0
9,0,30000,0,1,0,0,0,1,0,0
55,0,7e+05,97000,1,0,0,0,1,0,0
20,77,77,0,0,1,1,0,0,0,0
45,0,0,0,0,1,0,0,1,0,0
11,8,8,0,1,0,1,0,0,0,0
69,0,18000,27000,1,0,0,0,1,0,0
0,0,3100,0,1,0,0,0,0,1,0
3,0,500,0,1,0,0,0,0,1,0
1,0,600,15000,1,0,0,0,0,0,1
43,0,0,0,0,1,1,0,0,0,0
19,0,0,0,0,1,0,1,0,0,0
100,0,1000,0,1,0,0,0,1,0,0
180,0,0,0,1,0,0,0,1,0,0
23,0,0,0,0,1,0,0,1,0,0
42,11,11,0,0,1,0,0,1,0,0
26,8,8,0,0,1,0,0,1,0,0
41,5,5,0,0,1,0,1,0,0,0
27,60,60,0,0,1,1,0,0,0,0
22,0,0,0,0,1,0,0,1,0,0
17,0,5,0,0,1,0,0,1,0,0
65,11,11,0,1,0,0,0,1,0,0
0,0,199,0,1,0,1,0,0,0,0
1,0,2000,0,1,0,1,0,0,0,0
21,0,7615,0,1,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,1,0
18,20,20,0,1,0,0,0,0,1,0
5,1820,1820,0,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,1,0
15,0,0,0,1,0,0,0,0,1,0
10,0,0,0,1,0,0,0,0,1,0
9,0,0,0,1,0,0,0,0,1,0
3,0,0,0,1,0,0,0,0,1,0
2,0,0,0,1,0,0,0,0,1,0
1,0,0,0,1,0,0,0,0,1,0
5,0,0,0,1,0,0,0,0,1,0
48,0,0,0,1,0,0,0,0,1,0
9,0,0,0,1,0,0,0,0,1,0
40,0,0,0,1,0,0,0,0,1,0
13,0,0,0,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,1,0
191,0,0,0,1,0,0,0,0,1,0
68,0,0,0,1,0,0,0,0,1,0
116,14,14,1e+06,1,0,0,0,0,1,0
3,0,0,0,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,1,0
17,150,150,0,1,0,0,0,1,0,0
801,9600,59600,0,1,0,0,0,0,1,0
24,0,0,0,1,0,0,0,1,0,0
16,12,29012,0,1,0,1,0,0,0,0
1,0,44500,0,1,0,1,0,0,0,0
3,0,3600,245000,1,0,0,1,0,0,0
11,38,38,0,0,1,1,0,0,0,0
79,30,7811,0,1,0,0,0,1,0,0
20,0,0,0,1,0,0,0,1,0,0
100,1010,2810,33000,1,0,0,0,1,0,0
1,0,0,160000,1,0,0,0,1,0,0
5,0,1410,1e+05,1,0,0,1,0,0,0
0,0,150,0,1,0,0,0,1,0,0
73,0,980,0,1,0,1,0,0,0,0
7,0,12000,0,1,0,0,0,0,1,0
4,0,5000,357000,1,0,0,1,0,0,0
8,0,8842,4600,1,0,0,0,1,0,0
19,0,650000,180700,1,0,0,0,1,0,0
0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,1,0,0,1,0,0,0
0,5,83,0,1,0,0,1,0,0,0
34,0,531,0,1,0,1,0,0,0,0
0,0,125,0,1,0,0,0,1,0,0
12,6,6,0,1,0,0,0,1,0,0
0,0,21912,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,1,0,0,0
0,9,18509,0,1,0,0,0,1,0,0
29,0,0,0,0,1,0,0,1,0,0
10,0,2000,0,1,0,0,0,1,0,0
42,20,58020,0,1,0,0,0,1,0,0
0,0,250,0,1,0,0,0,0,1,0
0,0,4780,0,1,0,1,0,0,0,0
5,0,1270000,271000,1,0,0,0,1,0,0
0,0,924,0,1,0,1,0,0,0,0
0,0,153324,0,1,0,0,0,1,0,0
0,0,2553,0,1,0,1,0,0,0,0
0,0,157000,0,1,0,1,0,0,0,0
0,0,5461,0,1,0,1,0,0,0,0
12,0,45,0,1,0,1,0,0,0,0
11,0,300,0,1,0,1,0,0,0,0
13,500,500,0,1,0,0,0,0,1,0
21,0,0,0,1,0,0,0,1,0,0
16,0,83,0,1,0,0,0,1,0,0
382,0,3436,0,1,0,1,0,0,0,0
0,506,506,0,0,1,0,1,0,0,0
14,200,200,0,0,1,1,0,0,0,0
0,226,226,0,0,1,0,0,0,1,0
33,3,3,0,0,1,0,0,0,1,0
0,195,195,0,0,1,0,0,0,1,0
11,96,96,0,0,1,0,0,1,0,0
0,344,344,0,0,1,0,0,1,0,0
0,200,200,0,0,1,0,1,0,0,0
1,100,100,0,0,1,0,0,1,0,0
0,134,134,0,0,1,0,0,1,0,0
7,3000,3000,0,0,1,0,0,1,0,0
0,120,120,0,0,1,0,1,0,0,0
1,151,151,0,0,1,0,0,1,0,0
0,100,100,0,0,1,0,0,1,0,0
39,70,70,0,0,1,0,0,1,0,0
54,0,0,0,0,1,1,0,0,0,0
0,155,155,0,0,1,0,1,0,0,0
21,19,19,0,0,1,0,0,1,0,0
20,6,6,0,0,1,1,0,0,0,0
20,500,500,0,0,1,0,0,1,0,0
0,150,150,0,0,1,0,1,0,0,0
40,0,0,0,0,1,1,0,0,0,0
13,122,122,0,0,1,0,0,1,0,0
11,53,53,0,0,1,1,0,0,0,0
2,125,125,0,0,1,0,0,1,0,0
93,0,0,0,0,1,1,0,0,0,0
10,65,65,0,0,1,0,0,1,0,0
35,59,59,0,0,1,0,0,1,0,0
26,0,0,0,0,1,0,0,1,0,0
23,0,0,0,0,1,0,0,1,0,0
56,0,0,0,0,1,0,0,1,0,0
46,0,0,0,0,1,1,0,0,0,0
30,0,0,0,0,1,0,0,1,0,0
20,0,0,0,0,1,0,0,1,0,0
25,0,0,0,0,1,0,0,1,0,0
20,0,0,0,0,1,1,0,0,0,0
75,0,0,0,0,1,0,0,1,0,0
27,0,0,0,0,1,0,0,1,0,0
31,0,0,0,0,1,0,1,0,0,0
50,0,0,0,0,1,0,0,1,0,0
61,0,0,0,0,1,1,0,0,0,0
20,0,0,0,0,1,1,0,0,0,0
28,0,0,0,0,1,0,0,1,0,0
0,0,4500,182,0,1,0,0,1,0,0
0,336,336,0,0,1,0,0,1,0,0
20,15,15,0,0,1,0,0,1,0,0
0,107,107,0,0,1,0,0,1,0,0
35,20,20,0,0,1,0,0,1,0,0
33,11,11,0,0,1,0,1,0,0,0
41,0,1600,0,1,0,1,0,0,0,0
6,0,576,0,1,0,1,0,0,0,0
0,0,4000,0,1,0,1,0,0,0,0
0,0,9000,0,1,0,1,0,0,0,0
7,0,0,50000,1,0,0,0,0,1,0
462,0,0,0,1,0,0,0,0,1,0
18,0,0,0,1,0,0,0,1,0,0
16,0,0,0,1,0,0,0,1,0,0
39,0,30000,0,1,0,0,0,1,0,0
120,0,2150000,0,1,0,1,0,0,0,0
0,0,1e+06,0,1,0,1,0,0,0,0
0,0,0,420000,1,0,0,0,1,0,0
0,0,6e+05,0,1,0,1,0,0,0,0
0,0,6e+05,0,1,0,0,0,1,0,0
0,0,150000,0,1,0,1,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0
0,0,1400000,0,1,0,1,0,0,0,0
0,0,410000,42120,1,0,0,0,1,0,0
0,0,3e+06,0,1,0,1,0,0,0,0
0,0,1200000,0,1,0,1,0,0,0,0
0,0,0,0,1,0,0,1,0,0,0
0,0,5100000,0,1,0,1,0,0,0,0
0,0,14000,0,1,0,1,0,0,0,0
27,0,3500000,0,1,0,1,0,0,0,0
2,0,0,0,1,0,1,0,0,0,0
0,0,52990,0,1,0,0,1,0,0,0
0,0,174000,0,1,0,0,0,1,0,0
0,0,7600000,0,1,0,0,0,1,0,0
0,0,2600000,0,1,0,1,0,0,0,0
11,14,14,0,0,1,0,0,1,0,0
21,5,5,0,0,1,1,0,0,0,0
15,18,18,0,0,1,0,0,0,1,0
13,1,7,0,0,1,0,1,0,0,0
14,16,16,0,0,1,0,0,1,0,0
156,13,8313,27000,1,0,0,0,1,0,0
0,5000,105000,0,1,0,0,0,1,0,0
76,62,62,0,0,1,0,0,1,0,0
19,30,30,0,0,1,1,0,0,0,0
13,0,0,0,0,1,0,0,1,0,0
18,2,2,0,0,1,0,0,1,0,0
12,44,44,0,0,1,0,0,1,0,0
12,0,0,0,0,1,0,0,1,0,0
0,29,504,0,1,0,0,1,0,0,0
25,64,64,0,0,1,1,0,0,0,0
345,200,200,0,0,1,0,0,1,0,0
21,6,6,0,0,1,0,0,0,1,0
18,6,6,0,0,1,0,0,1,0,0
13,0,3e+05,0,1,0,0,0,1,0,0
35,0,300,0,1,0,1,0,0,0,0
0,0,225,0,1,0,1,0,0,0,0
0,0,200,0,1,0,1,0,0,0,0
15,5,5,0,0,1,1,0,0,0,0
11,54,54,0,0,1,0,1,0,0,0
11,0,1,0,0,1,0,0,0,1,0
29,0,0,0,1,0,0,0,1,0,0
18,0,6,0,0,1,1,0,0,0,0
42,0,0,0,0,1,0,0,0,1,0
52,6,6,0,0,1,0,0,1,0,0
37,7,7,0,0,1,0,1,0,0,0
20,92,92,0,0,1,1,0,0,0,0
33,0,0,0,0,1,0,1,0,0,0
0,0,1112,0,1,0,0,0,1,0,0
12,0,0,0,1,0,0,1,0,0,0
25,21,126096,35000,1,0,0,1,0,0,0
4,0,256641,9600,1,0,0,0,1,0,0
0,0,35000,169000,1,0,0,1,0,0,0
0,0,1500,2354,1,0,0,0,0,0,1
15,0,0,0,1,0,0,0,1,0,0
20,21,21,0,0,1,1,0,0,0,0
65,170,170,0,0,1,0,0,0,1,0
36,42,42,0,0,1,0,0,1,0,0
14,30,30,0,0,1,1,0,0,0,0
23,53,53,0,0,1,0,0,1,0,0
0,5,1505,0,1,0,1,0,0,0,0
36,0,71,0,0,1,0,0,1,0,0
21,5,728,0,1,0,0,0,1,0,0
20,0,852,0,1,0,1,0,0,0,0
34,0,8,0,0,1,0,1,0,0,0
0,250,250,0,0,1,1,0,0,0,0
3,0,81,50000,1,0,0,0,0,0,1
46,234,234,0,0,1,0,0,0,1,0
14,0,10000,0,1,0,0,0,0,0,1
34,0,770,0,1,0,1,0,0,0,0
0,1,68761,6900,1,0,0,0,1,0,0
13,17,17,0,0,1,0,0,1,0,0
1028,0,387,0,0,1,1,0,0,0,0
74,434,434,0,0,1,0,0,1,0,0
0,0,41890,1300,1,0,0,0,1,0,0
23,0,0,0,0,1,1,0,0,0,0
0,28,7528,0,0,1,0,0,1,0,0
42,0,0,0,1,0,0,0,1,0,0
11,0,3000,10943,1,0,0,0,1,0,0
4,0,224,500,1,0,0,0,0,0,1
0,0,168,0,1,0,0,0,0,0,1
19,0,10000,27100,1,0,0,0,1,0,0
11,35,35,0,0,1,1,0,0,0,0
24,0,554,0,1,0,1,0,0,0,0
476,0,15711,0,1,0,1,0,0,0,0
11,0,0,0,0,1,1,0,0,0,0
12,9,9,0,0,1,0,0,0,1,0
27,0,5692,0,1,0,1,0,0,0,0
1,0,12000,0,1,0,0,0,0,0,1
11,20,20,0,0,1,1,0,0,0,0
20,0,0,0,0,1,1,0,0,0,0
11,25,7525,0,1,0,0,0,1,0,0
1,0,60000,1200,1,0,1,0,0,0,0
3,0,6212,0,1,0,1,0,0,0,0
28,46,46,0,0,1,0,1,0,0,0
17,23,23,0,0,1,0,1,0,0,0
16,0,57670,2800,1,0,0,1,0,0,0
5,0,2000,0,1,0,0,0,1,0,0
1126,19,5926,2203,1,0,0,0,1,0,0
31,0,6,0,0,1,0,0,1,0,0
66,31,31,0,0,1,0,0,0,1,0
39,39,17539,25000,1,0,0,0,1,0,0
4,36,1476,0,1,0,1,0,0,0,0
65,8,8,0,0,1,0,1,0,0,0
0,0,400,0,0,1,1,0,0,0,0
15,12,12,0,0,1,0,0,1,0,0
52,100,100,0,0,1,0,0,1,0,0
23,24,24,0,0,1,0,0,1,0,0
5,0,2100,8490,1,0,1,0,0,0,0
0,0,1200,0,1,0,0,0,0,1,0
0,0,4906,0,1,0,0,0,1,0,0
0,0,2000,0,1,0,0,0,1,0,0
23,0,0,0,0,1,0,0,1,0,0
3,0,8000,0,1,0,1,0,0,0,0
28,97,97,0,0,1,1,0,0,0,0
19,0,24,0,0,1,1,0,0,0,0
10,17,17,0,0,1,1,0,0,0,0
30,8,8,0,0,1,0,1,0,0,0
36,5,5,0,0,1,1,0,0,0,0
18,12,12,0,0,1,1,0,0,0,0
20,47,47,0,0,1,0,0,1,0,0
0,6,7006,0,1,0,0,0,1,0,0
1,0,0,0,1,0,0,0,0,1,0
10,200,200,0,1,0,0,0,0,1,0
4,0,0,0,1,0,0,0,0,1,0
1,0,0,0,1,0,0,0,0,1,0
21,2,13,0,0,1,0,0,1,0,0
0,0,8730,0,1,0,0,0,1,0,0
0,0,600,0,1,0,0,0,0,1,0
10,42,42,1200000,1,0,0,1,0,0,0
42,0,0,0,0,1,0,0,1,0,0
9,0,151,0,1,0,1,0,0,0,0
44,0,570,0,1,0,1,0,0,0,0
784,0,7402,0,1,0,1,0,0,0,0
470,0,22264,0,1,0,1,0,0,0,0
40,0,90,0,1,0,1,0,0,0,0
15,0,59,0,1,0,1,0,0,0,0
1,0,1000,0,1,0,0,0,1,0,0
28,0,0,0,0,1,0,0,1,0,0
0,30,7030,1180000,1,0,0,0,0,0,1
150,227,221465,0,1,0,0,1,0,0,0
3,66,75066,0,1,0,1,0,0,0,0
4,0,9075,0,1,0,0,0,1,0,0
14,48,48,0,0,1,0,1,0,0,0
13,0,948,0,1,0,1,0,0,0,0
0,0,3870,0,1,0,1,0,0,0,0
4,549,5899,0,1,0,0,0,1,0,0
0,0,15325,0,1,0,0,1,0,0,0
0,2,527,0,1,0,0,0,0,1,0
4,9,319,0,1,0,1,0,0,0,0
13,9,9,0,0,1,1,0,0,0,0
28,0,10,0,0,1,0,0,1,0,0
63,1418,161418,42262,1,0,0,0,1,0,0
0,0,8500,0,1,0,0,1,0,0,0
0,0,500,0,1,0,0,0,0,0,1
0,0,516,0,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,1,0
6,0,4200,0,1,0,0,0,0,1,0
0,0,1000,0,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,1,0
0,0,32000,0,1,0,0,0,0,1,0
6,2,17071,0,1,0,0,0,0,1,0
0,0,35000,0,1,0,0,0,0,1,0
1,0,0,0,1,0,0,0,0,1,0
53,0,60,0,0,1,0,0,1,0,0
127,0,0,0,0,1,1,0,0,0,0
12,0,0,0,0,1,1,0,0,0,0
19,0,0,0,0,1,0,1,0,0,0
28,36,3636,6e+05,1,0,0,1,0,0,0
29,2,2,0,0,1,0,0,1,0,0
9,0,0,0,0,1,0,0,1,0,0
25,20,320,0,1,0,0,0,1,0,0
36,0,9,0,0,1,1,0,0,0,0
29,0,0,0,0,1,0,0,1,0,0
19,0,0,0,0,1,1,0,0,0,0
60,0,0,0,0,1,0,0,1,0,0
109,49,49,0,0,1,1,0,0,0,0
12,160,625,1600000,1,0,0,1,0,0,0
1,0,5500,0,1,0,1,0,0,0,0
33,7,7,0,0,1,0,0,1,0,0
14,3,3,0,0,1,1,0,0,0,0
20,0,0,0,0,1,1,0,0,0,0
45,134,134,0,0,1,0,0,1,0,0
120,0,71,0,0,1,1,0,0,0,0
60,0,17300,0,1,0,1,0,0,0,0
0,0,1100,0,1,0,0,0,0,0,1
1,0,600,259000,1,0,0,1,0,0,0
6,0,4160,71000,1,0,1,0,0,0,0
7,0,0,12000,1,0,0,1,0,0,0
18,0,125,0,1,0,1,0,0,0,0
20,0,16,0,1,0,1,0,0,0,0
2354,0,57570,0,1,0,1,0,0,0,0
10,13,13,0,0,1,0,0,1,0,0
0,0,11200,976,0,1,0,0,1,0,0
51,10,10,0,0,1,0,0,1,0,0
11,0,0,0,0,1,0,0,0,1,0
22,2,402,0,1,0,0,0,1,0,0
57,3,3,0,0,1,0,1,0,0,0
30,0,91,0,0,1,1,0,0,0,0
25,23,23,0,0,1,0,1,0,0,0
0,0,11000,0,1,0,0,0,1,0,0
13,26,26,0,0,1,0,0,1,0,0
21,461,10461,333000,1,0,0,0,1,0,0
10,0,30,0,0,1,1,0,0,0,0
8,0,116000,0,1,0,0,1,0,0,0
10,0,50,0,0,1,0,0,1,0,0
0,0,200,0,1,0,0,1,0,0,0
0,0,10000,0,1,0,1,0,0,0,0
0,0,400,0,1,0,0,0,0,0,1
0,0,1000,0,1,0,0,1,0,0,0
20,0,0,0,1,0,0,0,1,0,0
0,0,600,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,1,0
1,5,1005,0,1,0,0,0,1,0,0
35,0,10,0,0,1,0,0,1,0,0
0,0,3000,0,1,0,0,1,0,0,0
0,40,12040,55000,1,0,0,0,0,1,0
27,0,0,0,0,1,1,0,0,0,0
30,0,0,0,0,1,0,0,1,0,0
11,0,0,0,0,1,1,0,0,0,0
4,9,159,0,1,0,0,0,0,1,0
113,0,0,0,0,1,0,0,0,1,0
19,25,5025,0,1,0,0,0,1,0,0
1,0,300,0,1,0,0,0,0,0,1
0,0,1200,3000,1,0,0,0,0,0,1
0,0,2000,0,1,0,0,1,0,0,0
0,0,420,7411,1,0,0,0,0,1,0
0,0,500,0,1,0,0,0,1,0,0
11,0,0,0,0,1,0,0,1,0,0
12,33,33,0,0,1,1,0,0,0,0
5,0,0,0,1,0,1,0,0,0,0
1,0,1200,0,1,0,1,0,0,0,0
3,2,1202,0,1,0,0,0,1,0,0
8,0,13000,0,1,0,1,0,0,0,0
15,0,300,0,1,0,1,0,0,0,0
10,0,0,0,0,1,0,0,1,0,0
47,0,0,0,1,0,0,0,1,0,0
26,0,7,0,0,1,1,0,0,0,0
0,70,70,0,1,0,0,0,1,0,0
11,0,0,0,0,1,0,0,1,0,0
34,31,60106,0,1,0,0,0,1,0,0
0,0,4500,0,1,0,0,1,0,0,0
12,0,80,0,1,0,1,0,0,0,0
11,0,17,0,0,1,0,0,1,0,0
14,0,2800,16000,1,0,0,0,1,0,0
13,0,9,0,0,1,0,0,1,0,0
3,0,25000,0,1,0,0,1,0,0,0
21,22,22,0,0,1,1,0,0,0,0
10,12,12,0,0,1,1,0,0,0,0
22,0,36900,36000,1,0,0,0,1,0,0
23,0,3150000,475000,1,0,0,0,1,0,0
41,0,42000,3328,1,0,0,0,1,0,0
204,0,6e+05,0,1,0,0,0,1,0,0
12,10,5010,0,0,1,1,0,0,0,0
175,0,0,0,0,1,1,0,0,0,0
84,100,100,0,1,0,0,0,1,0,0
0,0,19000,0,1,0,1,0,0,0,0
1,0,13000,0,1,0,0,0,1,0,0
1,0,600,450000,1,0,0,1,0,0,0
15,50,50,0,0,1,0,0,1,0,0
9,0,2000,0,1,0,1,0,0,0,0
2,0,2500,85000,1,0,0,1,0,0,0
0,0,300,0,1,0,0,1,0,0,0
0,0,76000,0,1,0,0,0,1,0,0
21,0,504000,0,1,0,0,0,1,0,0
32,0,10800,0,1,0,0,0,1,0,0
57,0,356000,393000,1,0,0,0,1,0,0
41,0,0,0,1,0,0,0,1,0,0
3,35,350035,0,1,0,0,0,1,0,0
6,0,1100,0,1,0,1,0,0,0,0
1,0,5000,0,1,0,1,0,0,0,0
1,0,400,0,1,0,0,1,0,0,0
116,0,342895,25000,1,0,0,0,1,0,0
21,150,615,0,1,0,0,0,1,0,0
0,8,268,0,1,0,0,1,0,0,0
29,25,25,0,0,1,1,0,0,0,0
30,0,0,0,0,1,1,0,0,0,0
16,4,4,0,0,1,1,0,0,0,0
54,0,0,0,0,1,1,0,0,0,0
28,16,16,0,0,1,1,0,0,0,0
11,0,0,0,0,1,0,0,0,1,0
5778,137883,3177923,3100000,1,0,0,0,1,0,0
10,1,1,0,0,1,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,1,0,1,0,0,0,0
0,0,250,0,1,0,0,1,0,0,0
54,20,20,0,0,1,1,0,0,0,0
44,0,0,0,0,1,0,0,1,0,0
11,10,10,0,0,1,1,0,0,0,0
44,0,0,0,0,1,0,0,1,0,0
196,0,5757,0,1,0,1,0,0,0,0
19,0,81,0,1,0,1,0,0,0,0
0,0,1735,0,1,0,0,0,1,0,0
17,0,0,0,0,1,0,0,1,0,0
13,15,15,0,0,1,1,0,0,0,0
30,0,0,0,0,1,1,0,0,0,0
13,0,0,0,0,1,0,0,1,0,0
17,36,36,0,0,1,1,0,0,0,0
2,0,1410000,0,1,0,0,0,1,0,0
50,0,12000,141000,1,0,0,0,1,0,0
3,0,300,116130,1,0,0,0,1,0,0
21,24,4600024,0,1,0,0,0,1,0,0
14,30,30,0,0,1,0,0,1,0,0
0,0,500,0,1,0,0,0,0,1,0
0,0,100,0,1,0,0,0,0,1,0
23,23,23,0,0,1,0,0,1,0,0
11,5,5,0,1,0,0,0,1,0,0
12,0,0,0,0,1,1,0,0,0,0
0,0,1300,125000,1,0,0,0,0,1,0
11,0,0,0,0,1,1,0,0,0,0
13,0,0,0,0,1,1,0,0,0,0
40,0,0,0,0,1,0,0,1,0,0
18,43,43,0,0,1,1,0,0,0,0
236,56,29231,55200,1,0,0,0,1,0,0
14,0,5712,0,1,0,0,0,0,1,0
0,0,750,0,0,1,1,0,0,0,0
20,7,7,0,0,1,1,0,0,0,0
100,0,18,0,0,1,1,0,0,0,0
11,0,26,0,0,1,1,0,0,0,0
20,0,0,0,1,0,1,0,0,0,0
11,0,1000,0,1,0,1,0,0,0,0
2,0,1500,0,1,0,0,1,0,0,0
1,0,600,0,1,0,0,0,0,1,0
10,0,47,0,1,0,1,0,0,0,0
13,0,0,0,1,0,1,0,0,0,0
23,0,5000,0,1,0,0,0,1,0,0
111,0,173,0,1,0,1,0,0,0,0
35,0,0,0,0,1,0,0,1,0,0
22,18,18,0,0,1,0,0,1,0,0
41,0,0,0,1,0,0,0,1,0,0
34,0,0,0,0,1,1,0,0,0,0
14,4,4,0,0,1,1,0,0,0,0
10,18,18,0,0,1,0,0,1,0,0
52,0,18250,0,1,0,0,0,1,0,0
2,0,5000,23855,1,0,0,0,0,1,0
12,0,0,0,1,0,0,0,1,0,0
30,0,600,0,1,0,0,0,0,1,0
30,0,4120000,679000,1,0,0,0,1,0,0
42,9,10009,11000,1,0,0,0,1,0,0
4,0,1500,8000,1,0,0,1,0,0,0
6,0,270000,6500,1,0,0,0,1,0,0
29,16,2375016,0,1,0,0,0,1,0,0
11,0,65000,1e+06,1,0,0,1,0,0,0
130,0,3e+05,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,1,0,0
0,0,5000,0,1,0,0,0,1,0,0
2,0,2400,7000,1,0,0,1,0,0,0
29,5,5,0,1,0,0,0,1,0,0
21,0,7,0,0,1,1,0,0,0,0
43,39,39,0,0,1,0,0,0,1,0
26,200,200,0,1,0,0,0,0,1,0
0,0,115,0,1,0,0,0,0,1,0
18,9,9,0,0,1,0,1,0,0,0
0,0,2000,0,1,0,1,0,0,0,0
1,100,100,0,1,0,0,0,0,1,0
26,36,36,0,0,1,0,0,1,0,0
10,5,5,0,0,1,1,0,0,0,0
45,0,0,0,0,1,0,0,1,0,0
0,0,0,0,1,0,0,0,0,1,0
11,0,0,0,1,0,0,0,1,0,0
10,0,0,0,0,1,1,0,0,0,0
131,72,72,0,0,1,0,0,0,1,0
0,0,6000,0,1,0,0,0,0,1,0
46,0,4630,0,1,0,0,0,1,0,0
278,0,84500,0,1,0,0,0,1,0,0
820,0,29622000,3325000,1,0,0,0,1,0,0
37,0,51680,3000,1,0,0,0,1,0,0
3,0,0,0,1,0,0,0,1,0,0
17,0,2000,0,1,0,0,0,1,0,0
18,0,95862,0,1,0,0,1,0,0,0
0,0,4000,0,1,0,0,0,1,0,0
10,0,0,0,1,0,0,0,1,0,0
13,300,300,0,1,0,0,0,1,0,0
4,100,100,1000,1,0,0,0,1,0,0
10,0,1400000,31000,1,0,0,0,1,0,0
0,0,5000,0,1,0,0,0,1,0,0
24,0,8400,0,1,0,0,0,1,0,0
33,0,0,0,1,0,0,0,1,0,0
20,16,2416,0,1,0,0,0,1,0,0
802,543,35543,55000,1,0,0,0,1,0,0
5,13,300013,150000,1,0,0,1,0,0,0
1,17,167,16000,1,0,0,1,0,0,0
10,60,60,0,0,1,1,0,0,0,0
50,0,7,0,0,1,0,0,1,0,0
18,0,0,0,0,1,0,0,1,0,0
34,32,6232,0,1,0,0,0,1,0,0
0,0,8500,0,1,0,0,1,0,0,0
8,0,71,0,1,0,1,0,0,0,0
25,0,50,0,0,1,1,0,0,0,0
940,0,0,0,1,0,0,0,0,1,0
2,0,0,0,1,0,0,0,0,1,0
21,0,0,0,1,0,0,0,0,1,0
1388,0,0,0,1,0,0,0,0,1,0
1000,0,0,0,1,0,0,0,0,1,0
41,0,0,0,1,0,0,0,0,1,0
17,0,0,0,0,1,0,0,1,0,0
11,0,0,0,0,1,1,0,0,0,0
17,0,0,0,0,1,1,0,0,0,0
164,0,0,0,1,0,0,1,0,0,0
109,0,6531000,367000,1,0,0,0,1,0,0
4,0,200355,471,1,0,0,0,1,0,0
0,0,800,0,1,0,0,0,1,0,0
15,0,800,0,1,0,0,0,1,0,0
40,0,2000,0,1,0,0,0,1,0,0
8,0,4300,0,1,0,0,0,1,0,0
7,19,1619,0,1,0,1,0,0,0,0
35,0,0,0,1,0,0,0,1,0,0
0,0,2000,0,1,0,1,0,0,0,0
1,0,1200,0,1,0,0,0,1,0,0
25,29,7029,0,0,1,0,0,1,0,0
26,13,13,0,0,1,0,0,1,0,0
22,106,265106,0,1,0,0,0,1,0,0
32,30,30,0,0,1,0,0,1,0,0
0,100,100,0,0,1,0,1,0,0,0
16,11,11,0,0,1,0,0,1,0,0
11,0,0,0,0,1,0,0,1,0,0
11,0,0,0,0,1,1,0,0,0,0
30,4,4,0,0,1,1,0,0,0,0
28,0,0,0,0,1,1,0,0,0,0
1,0,935,0,1,0,0,0,1,0,0
3,19,15427,22000,1,0,0,0,1,0,0
17,0,0,0,0,1,0,0,0,1,0
11,0,0,0,1,0,0,1,0,0,0
16,0,0,0,0,1,0,0,1,0,0
10,0,0,0,1,0,0,0,1,0,0
89,0,1e+07,9e+05,1,0,0,0,1,0,0
6,0,15000,135000,1,0,0,0,1,0,0
17,0,0,0,0,1,1,0,0,0,0
0,0,0,0,1,0,0,1,0,0,0
0,0,0,1e+05,1,0,0,1,0,0,0
74,50,5050,0,1,0,0,0,1,0,0
8,0,476027,645,1,0,0,0,1,0,0
54,0,8000,0,1,0,0,0,1,0,0
350,65,4000065,3390000,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,1,0,0
1,0,600,0,1,0,0,1,0,0,0
0,0,3000,0,1,0,0,0,0,1,0
18,0,16,0,0,1,0,0,1,0,0
21,0,0,0,0,1,0,0,1,0,0
498,96,10096,3200,1,0,1,0,0,0,0
0,0,150000,0,1,0,1,0,0,0,0
5,0,2000,0,1,0,1,0,0,0,0
