"Deaths","Injured","Affected","Damage","Natural","Tech","Africa","America","Asia","Europe","Oceania"
18,5,5,0,0,1,0,0,1,0,0
32,8,8,0,0,1,1,0,0,0,0
32,20,20,0,0,1,0,0,1,0,0
25,20,20,0,0,1,0,0,1,0,0
2,5,1305,183000,1,0,0,1,0,0,0
24,14,574,0,1,0,0,0,1,0,0
12,0,31600,0,1,0,0,1,0,0,0
18,6,6,0,0,1,0,0,1,0,0
30,0,0,0,0,1,1,0,0,0,0
354,2200,17200,1.1e+07,1,0,0,1,0,0,0
12,5,5,0,0,1,1,0,0,0,0
20,33,33,0,0,1,0,0,1,0,0
22,0,0,0,0,1,1,0,0,0,0
12,0,0,0,0,1,1,0,0,0,0
10,35,35,0,0,1,0,0,1,0,0
100,0,30,0,0,1,1,0,0,0,0
25,46,46,0,0,1,1,0,0,0,0
19,4,4,0,1,0,0,0,1,0,0
25,0,0,0,0,1,0,0,1,0,0
16,3,3,0,0,1,1,0,0,0,0
22,0,0,0,1,0,0,0,1,0,0
37,11,430092,31259,1,0,0,0,1,0,0
11,0,0,0,0,1,1,0,0,0,0
10,300,15300,2e+05,1,0,0,0,0,1,0
0,0,0,0,1,0,0,1,0,0,0
14,0,0,0,0,1,0,1,0,0,0
36,0,21,0,0,1,1,0,0,0,0
1,0,25000,0,1,0,0,1,0,0,0
21,0,0,0,0,1,0,0,1,0,0
15,58,58,0,0,1,1,0,0,0,0
0,857,857,0,0,1,1,0,0,0,0
3,121,10121,244000,1,0,0,0,1,0,0
22,0,0,0,0,1,0,1,0,0,0
176,1150,1150,1.4e+07,1,0,0,1,0,0,0
16,0,12,0,0,1,0,0,1,0,0
14,0,0,0,0,1,0,1,0,0,0
16,6,6,0,1,0,0,0,1,0,0
42,50,50,0,1,0,0,0,1,0,0
2,0,16000,67000,1,0,0,0,1,0,0
0,0,275,0,1,0,0,1,0,0,0
0,0,685,0,1,0,1,0,0,0,0
124,0,2085,0,1,0,1,0,0,0,0
13,0,325,0,1,0,1,0,0,0,0
14,20,3608,0,1,0,1,0,0,0,0
6,1,2001,0,1,0,0,0,1,0,0
2,0,13000,0,1,0,0,1,0,0,0
11,0,0,0,1,0,0,1,0,0,0
10,0,0,0,0,1,0,0,1,0,0
28,0,10,0,0,1,0,0,1,0,0
11,4,4,0,0,1,0,0,0,1,0
13,0,0,0,0,1,0,0,1,0,0
123,0,600,0,0,1,1,0,0,0,0
3,200,200,0,1,0,0,1,0,0,0
20,34,34,0,0,1,0,1,0,0,0
28,0,70,0,0,1,0,0,1,0,0
4,0,11200,0,1,0,0,1,0,0,0
34,8,2358,0,1,0,0,1,0,0,0
0,0,10669,21015,1,0,0,0,0,1,0
20,0,13440,0,1,0,0,1,0,0,0
16,0,60000,0,1,0,0,0,1,0,0
23,0,0,0,1,0,0,0,1,0,0
9,1,1152,0,1,0,0,0,1,0,0
12,3,944781,10666,1,0,0,0,1,0,0
0,0,3000,104000,1,0,0,1,0,0,0
0,0,3500,0,1,0,0,1,0,0,0
19,9,9,0,0,1,1,0,0,0,0
15,0,0,0,0,1,0,0,1,0,0
6,0,1600000,54130,1,0,0,0,1,0,0
15,0,78000,0,1,0,0,1,0,0,0
20,0,26965,0,1,0,1,0,0,0,0
15,0,0,0,1,0,0,0,1,0,0
14,0,37000,0,1,0,0,0,1,0,0
31,0,121005,251,1,0,0,0,1,0,0
22,27,27,0,0,1,1,0,0,0,0
16,0,0,0,0,1,1,0,0,0,0
22,20,20,0,0,1,1,0,0,0,0
16,10,10,0,0,1,1,0,0,0,0
467,0,67900000,6400000,1,0,0,0,1,0,0
3,0,450,0,1,0,0,1,0,0,0
47,9,9,0,0,1,0,0,0,1,0
24,150,950,4500,1,0,1,0,0,0,0
20,4,1700089,12869,1,0,0,0,1,0,0
16,63,63,0,1,0,0,0,1,0,0
15,10,10,0,0,1,1,0,0,0,0
28,10,10,0,0,1,0,1,0,0,0
20,0,6,0,0,1,1,0,0,0,0
12,0,11,0,0,1,0,1,0,0,0
23,47,47,0,1,0,1,0,0,0,0
11,12,12,0,1,0,1,0,0,0,0
11,0,0,0,0,1,1,0,0,0,0
22,0,3e+05,70000,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,1,0,0
13,0,86,0,1,0,0,0,1,0,0
5,5,5,0,1,0,0,0,1,0,0
19,0,0,0,0,1,1,0,0,0,0
15,43,43,0,0,1,1,0,0,0,0
13,62,62,0,0,1,0,0,1,0,0
130,2,80,0,0,1,0,0,0,1,0
21,0,7,0,0,1,0,0,1,0,0
9,0,0,0,1,0,0,0,1,0,0
68,100,100,2000,0,1,0,0,1,0,0
35,39,39,0,0,1,0,0,1,0,0
15,0,0,0,0,1,0,0,1,0,0
16,0,11,0,0,1,0,0,0,1,0
77,0,0,0,0,1,1,0,0,0,0
11,5,42,0,0,1,1,0,0,0,0
31,6,6,0,0,1,0,0,1,0,0
16,0,0,0,0,1,0,1,0,0,0
10,23,23,0,0,1,1,0,0,0,0
16,0,0,0,0,1,0,0,1,0,0
41,6,6,0,0,1,0,0,1,0,0
10,0,1570559,0,1,0,0,0,1,0,0
22,0,0,0,1,0,0,1,0,0,0
140,191,191,0,0,1,0,0,1,0,0
11,41,41,0,0,1,1,0,0,0,0
5,0,0,0,1,0,0,1,0,0,0
3,0,2e+05,0,1,0,0,1,0,0,0
18,2,2,0,1,0,0,0,1,0,0
187,0,0,0,0,1,1,0,0,0,0
6,0,12571,0,1,0,1,0,0,0,0
80,0,0,0,0,1,1,0,0,0,0
84,53,1108224,63258,1,0,0,0,1,0,0
18,0,1e+06,0,1,0,0,0,1,0,0
12,0,0,0,0,1,0,0,0,1,0
59,26,2026,0,1,0,0,0,1,0,0
13,0,0,0,0,1,1,0,0,0,0
19,0,0,0,0,1,1,0,0,0,0
7,0,150,0,1,0,0,1,0,0,0
0,0,3649800,482585,1,0,0,0,1,0,0
11,5,8423,59,1,0,0,0,1,0,0
10,887,6499,0,1,0,0,0,1,0,0
0,0,445,0,0,1,1,0,0,0,0
0,0,410,0,0,1,1,0,0,0,0
1,37,6252,0,0,1,1,0,0,0,0
0,0,5840,0,1,0,1,0,0,0,0
30,0,21160,0,1,0,0,0,1,0,0
13,0,0,0,0,1,1,0,0,0,0
23,0,123,0,0,1,1,0,0,0,0
26,2,2,0,0,1,0,0,0,1,0
45,0,1140,0,1,0,1,0,0,0,0
16,0,172,0,1,0,1,0,0,0,0
603,0,22233,0,1,0,1,0,0,0,0
32,0,708,0,1,0,1,0,0,0,0
4,0,1289,0,1,0,0,0,1,0,0
0,0,9424,0,1,0,1,0,0,0,0
1,1,1831,0,1,0,1,0,0,0,0
33,0,687,0,1,0,1,0,0,0,0
7,0,1750,0,1,0,0,0,1,0,0
0,0,2130,0,1,0,0,0,1,0,0
10,0,0,0,0,1,0,0,1,0,0
639,0,16706,0,1,0,1,0,0,0,0
17,21,21,0,0,1,0,0,1,0,0
0,0,2060,0,1,0,0,0,1,0,0
52,10,10,0,0,1,1,0,0,0,0
3,0,7000,0,1,0,0,1,0,0,0
1,0,1500,0,1,0,0,1,0,0,0
1,0,0,0,1,0,0,1,0,0,0
0,0,0,0,1,0,0,1,0,0,0
0,0,310,0,1,0,0,0,1,0,0
1,14,14,3000,1,0,0,0,0,1,0
18,15,15,0,0,1,0,0,1,0,0
24,0,0,0,0,1,1,0,0,0,0
120,0,74,0,0,1,1,0,0,0,0
11,0,0,0,0,1,0,0,0,1,0
694,0,21382,0,1,0,1,0,0,0,0
89,32,1858,0,1,0,0,0,1,0,0
23,0,0,0,0,1,0,0,1,0,0
35,24,24,0,0,1,0,0,1,0,0
5,71,71,99000,1,0,0,0,0,1,0
12,3,3,0,0,1,0,1,0,0,0
23,15,15,0,0,1,1,0,0,0,0
1,20,20,0,1,0,0,1,0,0,0
34,0,430000,0,1,0,0,0,1,0,0
813,0,9500000,4e+07,1,0,0,0,1,0,0
47,0,7e+05,275000,1,0,0,0,1,0,0
0,0,10000,40000,1,0,0,1,0,0,0
1,0,0,0,1,0,0,1,0,0,0
4,0,37000,30000,1,0,0,1,0,0,0
2,4,1544,0,1,0,0,1,0,0,0
1,0,2271,5e+05,1,0,0,1,0,0,0
46,0,370000,7300000,1,0,0,1,0,0,0
10,0,0,0,1,0,0,0,0,1,0
15,42,42,0,0,1,1,0,0,0,0
34,0,29933,0,1,0,0,0,1,0,0
15,0,0,0,0,1,0,0,1,0,0
101,0,10002,0,1,0,1,0,0,0,0
49,0,1190,0,1,0,1,0,0,0,0
48,0,2130,0,1,0,1,0,0,0,0
433,0,16038,0,1,0,1,0,0,0,0
19,20,20,0,0,1,1,0,0,0,0
23,0,19,0,0,1,0,0,1,0,0
11,0,6075,0,1,0,0,1,0,0,0
7,0,93,0,0,1,0,0,1,0,0
0,0,3500,0,1,0,0,0,0,1,0
43,37,403230,34452,1,0,0,0,1,0,0
18,16,16,0,0,1,0,0,1,0,0
120,0,3000,0,1,0,1,0,0,0,0
11,3,3,0,0,1,1,0,0,0,0
509,755,5400755,2500000,1,0,0,0,1,0,0
44,1,1,0,0,1,0,0,0,1,0
4,0,4800,1e+06,1,0,0,1,0,0,0
9,212,212,0,0,1,0,1,0,0,0
1,16,20016,0,1,0,0,0,1,0,0
7,136,5136,0,1,0,0,0,1,0,0
112,200,575200,0,1,0,0,0,1,0,0
7,89,167949,0,1,0,0,0,1,0,0
13,308,308,1820000,1,0,0,0,1,0,0
220,0,619,0,0,1,1,0,0,0,0
12,0,600,0,1,0,1,0,0,0,0
17,0,0,0,0,1,1,0,0,0,0
24,0,3e+05,44000,1,0,0,0,1,0,0
3,0,1e+06,0,1,0,0,1,0,0,0
247,23,1640023,521000,1,0,0,0,1,0,0
15,17,17,0,0,1,1,0,0,0,0
16,0,0,0,1,0,0,1,0,0,0
0,0,274,115,1,0,0,0,1,0,0
14,0,0,0,0,1,0,0,1,0,0
119,100,100,0,0,1,1,0,0,0,0
117,0,2e+07,4250000,1,0,0,0,1,0,0
239,0,3443989,930000,1,0,0,0,1,0,0
3,0,400,0,1,0,0,1,0,0,0
25,0,11,0,0,1,0,0,1,0,0
10,60,60,0,0,1,0,1,0,0,0
27,0,63075,0,1,0,1,0,0,0,0
8,3,3,0,1,0,0,0,1,0,0
25,12,1113775,2655,1,0,0,0,1,0,0
3,0,1e+06,219000,1,0,0,0,1,0,0
103,91,3030846,344173,1,0,0,0,1,0,0
0,0,185,0,1,0,0,0,1,0,0
28,4,4,0,0,1,0,0,0,0,1
43,0,0,0,0,1,0,0,1,0,0
2,0,2080,0,1,0,0,1,0,0,0
11,6,75638,0,1,0,0,0,1,0,0
5,0,50000,27700,1,0,0,1,0,0,0
135,104,498924,1290000,1,0,0,1,0,0,0
4,0,46695,0,1,0,0,1,0,0,0
43,18,528753,61913,1,0,0,1,0,0,0
33,0,69798,0,1,0,0,1,0,0,0
17,18,143018,0,1,0,0,1,0,0,0
0,0,2000,0,1,0,0,1,0,0,0
35,0,3e+05,1e+06,1,0,0,1,0,0,0
0,8,258,0,1,0,0,0,1,0,0
1,45,345,3e+06,1,0,0,0,0,0,1
10,0,0,5850,1,0,0,0,1,0,0
13,0,3,0,0,1,0,0,1,0,0
0,0,250000,0,1,0,0,1,0,0,0
3,200,254,0,1,0,0,0,1,0,0
85,0,6e+05,175002,1,0,0,0,1,0,0
18,0,0,0,0,1,1,0,0,0,0
13,14,461584,0,1,0,0,0,1,0,0
604,4152,32938,1500000,1,0,0,0,1,0,0
13,0,0,0,0,1,0,0,1,0,0
42,0,4,0,0,1,0,0,1,0,0
151,0,35734,1700,1,0,0,0,1,0,0
32,132,132,0,0,1,0,0,1,0,0
100,50,50,0,0,1,1,0,0,0,0
30,55,55,0,0,1,0,0,1,0,0
0,270,270,0,0,1,0,0,1,0,0
18,0,0,0,0,1,0,0,1,0,0
18,27,27,0,0,1,1,0,0,0,0
10,43,793,779000,1,0,1,0,0,0,0
1,167,2773,0,1,0,1,0,0,0,0
13,0,0,0,0,1,0,0,1,0,0
0,0,143000,56400,1,0,0,0,1,0,0
14,12,81473,0,1,0,1,0,0,0,0
14,200,200,0,1,0,0,0,1,0,0
10,0,0,545000,1,0,0,0,0,1,0
7,0,13000,0,1,0,1,0,0,0,0
22,0,3800000,0,1,0,0,0,1,0,0
7,0,11000,0,1,0,0,0,1,0,0
8,0,4000,0,1,0,1,0,0,0,0
204,0,5549080,0,1,0,0,0,1,0,0
2,0,100,0,1,0,0,1,0,0,0
53,0,29000,52000,1,0,0,0,1,0,0
3,0,3000,0,1,0,0,1,0,0,0
19,0,2e+05,0,1,0,0,0,1,0,0
11,0,0,0,0,1,0,0,1,0,0
14,12,12,0,0,1,0,1,0,0,0
40,0,175,0,1,0,0,1,0,0,0
0,0,240,0,1,0,0,1,0,0,0
16,30,30,0,0,1,1,0,0,0,0
35,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,1
6,0,0,0,1,0,0,0,0,1,0
15,1,1,0,0,1,1,0,0,0,0
37,26,26,0,0,1,1,0,0,0,0
6,0,2300,0,1,0,0,0,0,1,0
11,27,27,0,0,1,1,0,0,0,0
20,0,0,0,0,1,1,0,0,0,0
23,5,5,0,0,1,0,0,1,0,0
1,106,2681,0,1,0,0,1,0,0,0
29,0,0,3e+06,1,0,0,1,0,0,0
0,3,28,0,1,0,0,0,1,0,0
29,6,6,0,0,1,0,0,1,0,0
14,2,2,0,0,1,0,0,0,1,0
33,0,0,0,0,1,1,0,0,0,0
7,225,225,0,0,1,0,0,1,0,0
61,0,0,0,0,1,0,0,1,0,0
19,0,0,0,0,1,0,0,1,0,0
20,0,0,0,0,1,1,0,0,0,0
2,0,600,325000,1,0,0,0,0,1,0
68,0,1300,650000,1,0,0,0,1,0,0
21,0,0,0,0,1,0,0,0,1,0
15,0,600,750000,1,0,0,1,0,0,0
27,0,37728,0,1,0,0,0,1,0,0
18,0,0,0,0,1,1,0,0,0,0
10,0,0,0,1,0,0,1,0,0,0
11,0,0,0,0,1,0,0,1,0,0
1,0,15415,0,1,0,1,0,0,0,0
0,0,20143,0,1,0,1,0,0,0,0
14,5,5,0,0,1,0,0,1,0,0
13,2,2,0,0,1,0,0,1,0,0
14,40,40,0,0,1,0,0,1,0,0
40,30,105,0,1,0,0,0,1,0,0
5,13,16191,183,1,0,0,0,1,0,0
0,0,8610,178881,1,0,0,0,1,0,0
17,23,23,0,0,1,0,0,1,0,0
20,44,44,0,0,1,0,0,1,0,0
42,0,2100000,432000,1,0,0,0,1,0,0
16,46,46,0,0,1,0,0,1,0,0
1,0,2400,0,1,0,0,0,0,1,0
0,0,5000,0,1,0,1,0,0,0,0
0,0,2800,0,1,0,1,0,0,0,0
34,0,0,0,0,1,0,0,1,0,0
10,3,12,0,0,1,0,0,1,0,0
10,0,0,0,0,1,0,0,0,0,1
22,41,35041,0,1,0,0,0,1,0,0
78,39,39,0,0,1,0,0,1,0,0
4,0,500,0,1,0,0,0,0,1,0
0,0,2935,0,1,0,1,0,0,0,0
16,30,30,0,0,1,1,0,0,0,0
28,0,0,0,0,1,1,0,0,0,0
34,0,0,0,1,0,0,0,1,0,0
17,0,0,0,0,1,1,0,0,0,0
3,1,1,0,1,0,0,0,0,1,0
12,0,0,0,0,1,0,0,1,0,0
167,0,26343,0,1,0,0,0,1,0,0
89,0,90,0,0,1,0,0,1,0,0
15,10,10,0,0,1,0,0,1,0,0
30,7,7,0,0,1,1,0,0,0,0
18,20,20,0,0,1,0,0,1,0,0
25,0,91692,0,1,0,1,0,0,0,0
14,35,35,0,0,1,1,0,0,0,0
0,0,6000,0,1,0,0,0,1,0,0
20,0,0,0,0,1,1,0,0,0,0
16,0,0,0,1,0,0,0,1,0,0
2,2,152,0,1,0,0,1,0,0,0
0,0,2643,0,1,0,0,1,0,0,0
0,0,2000,0,1,0,1,0,0,0,0
0,0,6000,0,1,0,1,0,0,0,0
0,3,3,0,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,1,0
1439,6071,1150300,38082,1,0,0,0,1,0,0
203,0,13,0,0,1,0,0,1,0,0
53,0,0,0,0,1,0,0,0,1,0
0,0,5500,0,1,0,1,0,0,0,0
12,0,2000,0,1,0,0,0,1,0,0
0,0,20100,0,1,0,1,0,0,0,0
6,0,0,0,1,0,0,1,0,0,0
1,220,220,0,1,0,0,1,0,0,0
25,16,16,0,0,1,0,0,1,0,0
18,18,18,0,0,1,1,0,0,0,0
20,200,50200,0,1,0,1,0,0,0,0
19,100,166,0,0,1,0,1,0,0,0
45,87,87,0,0,1,0,1,0,0,0
11,0,3,0,0,1,0,0,1,0,0
11,0,0,0,0,1,1,0,0,0,0
12,9,171809,0,1,0,0,0,1,0,0
10,0,39520,0,1,0,0,0,1,0,0
13,0,0,0,1,0,0,0,1,0,0
33,0,6778,0,1,0,0,0,1,0,0
0,6,5220,0,1,0,1,0,0,0,0
15,20,20,0,0,1,0,0,1,0,0
13,0,0,0,0,1,1,0,0,0,0
0,0,446907,431,1,0,0,0,1,0,0
1,0,3000,0,1,0,0,1,0,0,0
15,65,65,0,0,1,0,0,1,0,0
0,0,30858,0,1,0,0,0,1,0,0
20,0,563,0,1,0,0,0,1,0,0
0,0,1315,0,1,0,0,0,1,0,0
22,0,1,0,0,1,0,0,1,0,0
47,0,250000,375625,1,0,0,0,1,0,0
12,4,4,0,0,1,0,0,1,0,0
3,5,2373,0,1,0,0,0,1,0,0
0,0,1668,0,1,0,0,1,0,0,0
0,0,2000,0,1,0,0,1,0,0,0
20,0,0,0,0,1,1,0,0,0,0
36,13,13,0,0,1,0,1,0,0,0
36,22000,22000,0,1,0,0,0,1,0,0
5,55,55,50000,1,0,0,0,1,0,0
18,0,3000,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,1,0,0
10,0,0,0,1,0,1,0,0,0,0
16,0,0,0,1,0,0,1,0,0,0
1,0,1082,2e+05,1,0,0,1,0,0,0
17,0,0,0,1,0,0,0,1,0,0
0,0,469,0,1,0,0,0,1,0,0
5,0,0,0,1,0,0,1,0,0,0
3,0,190000,0,1,0,0,1,0,0,0
0,0,8600,0,1,0,0,0,1,0,0
13,121,121,0,1,0,0,0,1,0,0
2,0,871,0,1,0,0,0,1,0,0
17,0,0,0,1,0,0,0,1,0,0
12,0,0,0,0,1,0,0,1,0,0
26,0,3,0,0,1,1,0,0,0,0
21,0,0,0,0,1,0,1,0,0,0
12,0,0,0,0,1,0,0,1,0,0
9,0,28175,0,1,0,1,0,0,0,0
0,150,150,0,0,1,0,0,0,1,0
21,0,0,0,1,0,1,0,0,0,0
0,26,1616,0,1,0,0,0,1,0,0
33,0,0,0,0,1,1,0,0,0,0
10,0,54,0,1,0,0,0,1,0,0
11,0,0,0,1,0,0,1,0,0,0
10,0,0,0,1,0,0,1,0,0,0
9,0,0,3500000,1,0,0,1,0,0,0
9,0,0,4600000,1,0,0,1,0,0,0
7,0,0,0,1,0,0,1,0,0,0
8,0,9000,0,1,0,1,0,0,0,0
9,0,0,0,1,0,0,1,0,0,0
33,0,14000,2000,1,0,0,1,0,0,0
0,0,25000,0,1,0,0,0,1,0,0
26,0,0,0,1,0,0,0,0,1,0
0,0,26350,0,1,0,1,0,0,0,0
1,0,7000,1500000,1,0,0,1,0,0,0
0,0,40200,0,1,0,1,0,0,0,0
37,45,9745,0,1,0,0,0,1,0,0
74,0,40000,0,1,0,0,1,0,0,0
9,0,6776,0,1,0,1,0,0,0,0
8,0,2000,16000,1,0,0,1,0,0,0
20,30,30,0,1,0,1,0,0,0,0
5,50,3550,10000,1,0,1,0,0,0,0
2,0,0,2e+05,1,0,0,1,0,0,0
0,0,120,54000,1,0,0,0,0,0,1
42,0,0,123,1,0,0,0,1,0,0
21,5,5,0,1,0,0,0,1,0,0
132,0,0,0,1,0,0,0,1,0,0
0,0,2000,0,1,0,0,1,0,0,0
13,0,3000,0,1,0,0,0,1,0,0
5,0,11000,2e+06,1,0,0,1,0,0,0
50,0,0,20000,1,0,0,0,1,0,0
40,0,0,0,0,1,0,0,1,0,0
22,11,11,0,0,1,0,0,0,1,0
35,0,0,0,0,1,0,0,1,0,0
22,0,0,0,0,1,0,0,0,1,0
30,0,0,0,0,1,1,0,0,0,0
25,0,0,0,0,1,0,0,0,1,0
33,0,0,0,0,1,0,0,0,1,0
1,200,200,0,0,1,1,0,0,0,0
10,52,52,0,0,1,0,0,1,0,0
65,107,809945,0,1,0,0,1,0,0,0
0,0,25475,0,1,0,0,1,0,0,0
36,47,47,0,0,1,1,0,0,0,0
6,0,2000,0,1,0,0,0,1,0,0
14,16,16,0,0,1,0,1,0,0,0
0,0,0,0,1,0,0,0,1,0,0
0,0,1750000,142000,1,0,0,0,1,0,0
0,0,2500000,0,1,0,0,1,0,0,0
0,0,0,8e+06,1,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,1
0,0,1e+06,0,1,0,1,0,0,0,0
0,0,2850000,0,1,0,1,0,0,0,0
0,0,3e+06,0,1,0,1,0,0,0,0
0,0,850000,0,1,0,1,0,0,0,0
0,0,725515,0,1,0,1,0,0,0,0
0,0,3500000,0,1,0,1,0,0,0,0
0,0,723000,0,1,0,1,0,0,0,0
0,0,1e+06,0,1,0,1,0,0,0,0
0,0,3750000,0,1,0,1,0,0,0,0
0,0,3200000,0,1,0,1,0,0,0,0
0,0,3e+06,0,1,0,1,0,0,0,0
28,0,0,0,0,1,1,0,0,0,0
75,16,23,0,1,0,0,0,1,0,0
11,0,0,0,0,1,0,0,0,0,1
0,0,300,0,1,0,1,0,0,0,0
10,0,65000,0,1,0,1,0,0,0,0
0,0,6000,0,1,0,1,0,0,0,0
20,42,40042,0,1,0,1,0,0,0,0
0,0,1350,0,1,0,1,0,0,0,0
17,0,5,0,0,1,0,0,1,0,0
32,60,60,0,0,1,0,0,0,1,0
4,0,88570,0,1,0,0,0,1,0,0
2,100,100,175000,1,0,0,1,0,0,0
5,0,230000,0,1,0,0,0,0,1,0
9,0,18234,0,1,0,0,0,0,1,0
29,40,40,0,1,0,0,0,1,0,0
15,0,0,0,1,0,0,0,1,0,0
39,6,6,0,0,1,0,1,0,0,0
12,40,40,0,0,1,0,1,0,0,0
5,0,0,0,1,0,0,0,0,1,0
5,0,0,0,1,0,0,0,1,0,0
3,0,0,0,1,0,0,0,0,1,0
30,0,0,0,1,0,0,0,0,1,0
4,0,10347,0,1,0,0,0,0,1,0
0,30,130,0,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,1,0
25,0,0,0,1,0,0,0,0,1,0
4,0,0,0,1,0,0,0,0,1,0
1,0,0,0,1,0,0,0,0,1,0
12,0,0,0,1,0,0,0,0,1,0
5,0,0,0,1,0,0,0,0,1,0
3,0,0,0,1,0,0,0,0,1,0
16,0,0,0,1,0,0,0,0,1,0
45,0,0,132601,1,0,0,0,0,1,0
24,0,0,0,1,0,0,0,0,1,0
10,0,0,0,1,0,0,0,0,1,0
10,0,7374,0,1,0,0,0,0,1,0
1,0,5100,0,1,0,0,0,0,1,0
1,0,4500,0,1,0,0,0,0,1,0
1,0,0,0,1,0,0,0,0,1,0
82,0,0,0,1,0,0,0,0,1,0
86,239,7539,0,1,0,0,0,0,1,0
64,0,0,0,1,0,0,0,0,1,0
10,0,70000,0,1,0,0,0,0,1,0
5,0,0,0,1,0,0,0,0,1,0
112,2500,87500,0,1,0,0,0,0,1,0
0,145,4435,0,1,0,0,1,0,0,0
0,0,650,0,1,0,1,0,0,0,0
10,0,4561,17000,1,0,0,0,0,0,1
55,0,0,0,0,1,1,0,0,0,0
20,10,10,0,0,1,0,1,0,0,0
134,1991,7766,158000,1,0,0,0,1,0,0
2,0,13000,225000,1,0,0,0,0,0,1
246,0,246,0,0,1,0,0,0,0,1
113,112,320277,8900,1,0,0,0,1,0,0
10,0,29,0,1,0,1,0,0,0,0
5,0,37950,4400,1,0,0,0,0,1,0
49,45,45,0,1,0,1,0,0,0,0
29,13,13,0,0,1,0,0,1,0,0
11,0,0,0,0,1,0,1,0,0,0
2,0,3000,363000,1,0,0,0,0,0,1
14,8,8,0,0,1,0,0,1,0,0
56,0,19,0,0,1,0,1,0,0,0
366,100,596,0,0,1,0,1,0,0,0
0,0,569,0,1,0,0,0,1,0,0
35,284,250284,1e+05,1,0,1,0,0,0,0
15,3,3,0,0,1,0,0,1,0,0
0,0,7500,0,1,0,1,0,0,0,0
1,0,4535,0,1,0,1,0,0,0,0
5,0,57,0,1,0,1,0,0,0,0
51,703,703,0,0,1,0,1,0,0,0
16,0,0,0,1,0,0,0,1,0,0
45,68,68,0,1,0,0,0,1,0,0
1,0,0,0,1,0,0,0,1,0,0
13,0,69085,0,1,0,0,1,0,0,0
60,0,0,0,1,0,0,0,0,0,1
10,12,12,0,0,1,0,0,0,1,0
25,46,46,0,0,1,0,0,1,0,0
14,200,200,5e+05,1,0,0,1,0,0,0
77,15,85015,0,1,0,1,0,0,0,0
3,13,4958,0,1,0,1,0,0,0,0
286,3277,13323,0,0,1,1,0,0,0,0
0,23,1943,0,1,0,1,0,0,0,0
0,0,9400,0,1,0,0,0,1,0,0
41,400,400,5e+06,1,0,0,1,0,0,0
50,27,27,0,0,1,1,0,0,0,0
16,60,60,0,0,1,0,0,0,1,0
123,0,35,0,0,1,0,0,1,0,0
28,0,0,0,0,1,0,0,0,1,0
0,0,1500,0,1,0,0,0,1,0,0
37,6,6,0,1,0,0,0,1,0,0
0,0,1500,34000,1,0,0,1,0,0,0
5,0,14984,72000,1,0,0,0,0,0,1
0,0,4300,3100,1,0,0,1,0,0,0
29,70,71860,0,1,0,0,1,0,0,0
10,0,0,0,1,0,1,0,0,0,0
3,0,89000,0,1,0,0,1,0,0,0
0,0,25000,0,1,0,0,0,1,0,0
1,0,200,0,1,0,0,0,0,1,0
40,0,600,0,1,0,1,0,0,0,0
25,121,55121,0,1,0,0,0,1,0,0
10,50,50,0,0,1,0,1,0,0,0
135,0,0,0,1,0,0,0,1,0,0
27,40,40,0,0,1,0,1,0,0,0
22,31,31,0,0,1,1,0,0,0,0
18,20,2020,10000,1,0,0,1,0,0,0
0,0,78945,4000,1,0,0,1,0,0,0
33,10,10,0,0,1,0,0,0,1,0
0,0,23235,0,1,0,0,1,0,0,0
11,0,6967,0,1,0,0,1,0,0,0
7,107,107,0,1,0,0,0,1,0,0
2,346,598,0,1,0,0,0,0,1,0
43,20,20,0,0,1,0,1,0,0,0
127,0,0,0,0,1,0,0,1,0,0
1,117,117,0,0,1,0,0,0,1,0
0,0,230,0,1,0,0,0,1,0,0
15,20,20,0,0,1,0,1,0,0,0
14,17,17,0,0,1,0,1,0,0,0
11,0,0,0,0,1,0,0,1,0,0
11,0,42,0,0,1,0,0,1,0,0
88,0,1708,0,1,0,1,0,0,0,0
118,0,5279,0,1,0,1,0,0,0,0
0,0,11871,17000,1,0,0,0,0,1,0
0,0,5556,760,1,0,0,0,1,0,0
4,150,65137,5000,1,0,1,0,0,0,0
0,0,11500,0,1,0,0,1,0,0,0
9,0,11000,0,1,0,0,1,0,0,0
13,0,0,0,0,1,0,1,0,0,0
18,50,50,0,0,1,1,0,0,0,0
12,0,0,0,0,1,1,0,0,0,0
17,0,0,0,0,1,0,0,0,1,0
4,372,372,0,1,0,0,0,1,0,0
10,0,48,0,0,1,0,0,0,1,0
0,0,3300,1550000,1,0,0,1,0,0,0
2,11,49011,320000,1,0,0,1,0,0,0
15,28,28,0,0,1,1,0,0,0,0
1,14,24297,1e+05,1,0,0,1,0,0,0
13,0,0,0,0,1,1,0,0,0,0
20,0,80,0,0,1,1,0,0,0,0
15,6,6,0,0,1,0,1,0,0,0
